Complaint ID,Complaint Text,Category
2037,QR code scanning is not working properly with the latest app version.,Failed Transaction
2038,Paytm - The app is running very slow while loading the home page.,Promo Code Not Applied
2039,The Paytm app keeps crashing while making payments.,Card Linking Issue
2040,My promo code was not applied during the transaction.,Duplicate Transaction
2041,The app takes too long to load transaction history.,Promo Code Not Applied
2042,Bill payment failed but the amount was still deducted.,Payment Reversal Issue
2043,Paytm - Merchant payment failed but wallet shows balance deduction.,Slow App Performance
2044,The app failed to update wallet balance after payment.,Duplicate Transaction
2045,Incorrect bill payment recorded despite entering correct details.,Refund Delay
2046,Bill payment failed but the amount was still deducted.,Refund Delay
2047,Duplicate payment was processed for the same bill.,Slow App Performance
2048,UPI transfer failed but money was deducted from my account.,KYC Issues
2049,Paytm - The app failed to update wallet balance after payment.,Account Blocked
2050,Payment to merchant failed but wallet balance was deducted.,KYC Issues
2051,The wallet was debited twice for a single payment.,Money Deducted Without Confirmation
2052,Paytm - Merchant payment failed but wallet shows balance deduction.,Incorrect Recharge
2053,Merchant payment failed but wallet shows balance deduction.,Card Linking Issue
2054,Merchant payment failed but wallet shows balance deduction.,Wallet Balance Issue
2055,The app takes too long to load transaction history.,KYC Issues
2056,The wallet balance is not updating after adding money.,Incorrect Bill Payment
2057,Paytm - The app failed to update wallet balance after payment.,Card Linking Issue
2058,Recharge amount was deducted but the service was not activated.,App Crash Issue
2059,Refund processed partially instead of full amount.,App Login Failure
2060,The app takes too long to load transaction history.,Refund Delay
2061,The money was deducted but payment confirmation was not received.,App Crash Issue
2062,The payment reversal has not been processed yet.,Customer Support Delay
2063,The app failed to update wallet balance after payment.,Incorrect Recharge
2064,Customer support is not responding to my complaint.,App Login Failure
2065,Paytm - UPI transaction shows success but the recipient did not receive the money.,UPI Transfer Failure
2066,I am not able to log in to my Paytm account.,Card Linking Issue
2067,Bill payment failed but the amount was still deducted.,Customer Support Delay
2068,The wallet was debited twice for a single payment.,Payment Reversal Issue
2069,Paytm - The app is running very slow while loading the home page.,App Login Failure
2070,Merchant payment failed but wallet shows balance deduction.,Account Blocked
2071,Paytm - Repeated transaction failure while paying electricity bill.,Payment Gateway Error
2072,Refund has not been processed even after several days.,Customer Support Delay
2073,The card linking process is stuck and does not complete.,Payment Gateway Error
2074,Refund has not been processed even after several days.,Customer Support Delay
2075,Unable to set UPI PIN due to app crash during verification.,Refund Delay
2076,QR code scanning is not working properly with the latest app version.,Failed Transaction
2077,Unable to set UPI PIN due to app crash during verification.,UPI Transfer Failure
2078,Customer support closed the complaint without solving the issue.,Merchant Payment Failure
2079,Customer support closed the complaint without solving the issue.,UPI Transfer Failure
2080,Refund processed partially instead of full amount.,Refund Delay
2081,Unable to link my debit card to the Paytm app.,Incorrect Recharge
2082,Incorrect bill payment recorded despite entering correct details.,Incorrect Recharge
2083,The QR code is not scanning properly at the merchant location.,App Login Failure
2084,QR code scanning is not working properly with the latest app version.,App Crash Issue
2085,Refund has not been processed even after several days.,Payment Reversal Issue
2086,My promo code was not applied during the transaction.,UPI Transfer Failure
2087,The QR code is not scanning properly at the merchant location.,KYC Issues
2088,Refund processed partially instead of full amount.,Merchant Payment Failure
2089,The recharge was done for the wrong mobile number.,Promo Code Not Applied
2090,The QR code is not scanning properly at the merchant location.,Payment Gateway Error
2091,Transaction failed but the amount was deducted from my bank account.,Money Deducted Without Confirmation
2092,The card linking process is stuck and does not complete.,Incorrect Bill Payment
2093,Duplicate payment was processed for the same bill.,App Login Failure
2094,The wallet balance is not updating after adding money.,Failed Transaction
2095,Bill payment failed but the amount was still deducted.,Promo Code Not Applied
2096,The wallet was debited twice for a single payment.,Money Deducted Without Confirmation
2097,Payment to merchant failed but wallet balance was deducted.,Promo Code Not Applied
2098,Transaction failed but the amount was deducted from my bank account.,QR Code Not Scanning
2099,The app failed to update wallet balance after payment.,Refund Delay
2100,Unable to complete KYC verification on Paytm app.,Duplicate Transaction
2101,My Paytm account is blocked without any explanation.,Refund Delay
2102,The app failed to update wallet balance after payment.,Refund Delay
2103,UPI transaction shows success but the recipient did not receive the money.,KYC Issues
2104,Duplicate payment was processed for the same bill.,Slow App Performance
2105,My Paytm account is blocked without any explanation.,Customer Support Delay
2106,The app is frequently logging me out during payment.,UPI Transfer Failure
2107,The app is frequently logging me out during payment.,Payment Gateway Error
2108,Repeated transaction failure while paying electricity bill.,App Login Failure
2109,Incorrect bill payment recorded despite entering correct details.,Customer Support Delay
2110,Transaction failed but the amount was deducted from my bank account.,Incorrect Recharge
2111,Paytm - Merchant payment failed but wallet shows balance deduction.,Merchant Payment Failure
2112,Unable to link my debit card to the Paytm app.,Payment Reversal Issue
2113,QR code scanning is not working properly with the latest app version.,Wallet Balance Issue
2114,Transaction details disappeared from my history after payment.,QR Code Not Scanning
2115,The wallet top-up was not reflected in my balance.,Payment Reversal Issue
2116,The app failed to update wallet balance after payment.,Customer Support Delay
2117,The Paytm app keeps crashing while making payments.,QR Code Not Scanning
2118,Paytm - Customer support closed the complaint without solving the issue.,Incorrect Recharge
2119,Paytm - Customer support is not responding to my complaint.,Card Linking Issue
2120,The wallet top-up was not reflected in my balance.,App Login Failure
2121,Repeated transaction failure while paying electricity bill.,Money Deducted Without Confirmation
2122,The wallet balance is not updating after adding money.,App Crash Issue
2123,UPI transfer failed but money was deducted from my account.,Incorrect Bill Payment
2124,Refund has not been processed even after several days.,UPI Transfer Failure
2125,QR code scanning is not working properly with the latest app version.,App Crash Issue
2126,Transaction details disappeared from my history after payment.,Wallet Balance Issue
2127,Payment to merchant failed but wallet balance was deducted.,UPI Transfer Failure
2128,Transaction failed but the amount was deducted from my bank account.,Failed Transaction
2129,The payment reversal has not been processed yet.,App Crash Issue
2130,The QR code is not scanning properly at the merchant location.,Payment Reversal Issue
2131,Refund has not been processed even after several days.,Payment Reversal Issue
2132,Unable to link my debit card to the Paytm app.,Card Linking Issue
2133,Unable to complete KYC verification on Paytm app.,Account Blocked
2134,Paytm - The money was deducted but payment confirmation was not received.,Slow App Performance
2135,My Paytm account is blocked without any explanation.,Wallet Balance Issue
2136,The app failed to update wallet balance after payment.,Customer Support Delay
2137,The Paytm payment gateway is not processing my transactions.,UPI Transfer Failure
2138,The wallet balance is not updating after adding money.,Incorrect Recharge
2139,The promo code was rejected even though it was valid.,Failed Transaction
2140,UPI transfer failed but money was deducted from my account.,App Login Failure
2141,Bill payment failed but the amount was still deducted.,Duplicate Transaction
2142,Repeated transaction failure while paying electricity bill.,UPI Transfer Failure
2143,The recharge was done for the wrong mobile number.,KYC Issues
2144,Repeated transaction failure while paying electricity bill.,Merchant Payment Failure
2145,Duplicate payment was processed for the same bill.,Promo Code Not Applied
2146,Paytm - QR code scanning is not working properly with the latest app version.,KYC Issues
2147,Refund has not been processed even after several days.,Refund Delay
2148,The Paytm app keeps crashing while making payments.,App Crash Issue
2149,Paytm - The transaction failed but the refund has not yet been processed.,Promo Code Not Applied
2150,Unable to complete KYC verification on Paytm app.,Customer Support Delay
2151,Paytm - The app failed to update wallet balance after payment.,Card Linking Issue
2152,Transaction details disappeared from my history after payment.,Payment Gateway Error
2153,Refund has not been processed even after several days.,UPI Transfer Failure
2154,Paytm - The app is running very slow while loading the home page.,UPI Transfer Failure
2155,UPI transaction shows success but the recipient did not receive the money.,Incorrect Bill Payment
2156,Paytm - The recharge was done for the wrong mobile number.,Card Linking Issue
2157,Paytm - Transaction failed but the amount was deducted from my bank account.,Money Deducted Without Confirmation
2158,The wallet balance is not updating after adding money.,Failed Transaction
2159,Unable to complete KYC verification on Paytm app.,Incorrect Bill Payment
2160,Duplicate payment was processed for the same bill.,UPI Transfer Failure
2161,Unable to complete KYC verification on Paytm app.,Customer Support Delay
2162,Duplicate payment was processed for the same bill.,App Crash Issue
2163,My promo code was not applied during the transaction.,Payment Gateway Error
2164,Unable to link my debit card to the Paytm app.,Merchant Payment Failure
2165,Paytm - The QR code is not scanning properly at the merchant location.,Failed Transaction
2166,The recharge was done for the wrong mobile number.,KYC Issues
2167,The app failed to update wallet balance after payment.,Duplicate Transaction
2168,The Paytm payment gateway is not processing my transactions.,Duplicate Transaction
2169,Paytm - Customer support closed the complaint without solving the issue.,Incorrect Recharge
2170,UPI transfer failed but money was deducted from my account.,Payment Gateway Error
2171,My Paytm account is blocked without any explanation.,App Crash Issue
2172,Paytm - Merchant payment failed but wallet shows balance deduction.,App Crash Issue
2173,Transaction details disappeared from my history after payment.,Payment Reversal Issue
2174,The app is running very slow while loading the home page.,QR Code Not Scanning
2175,Merchant payment failed but wallet shows balance deduction.,App Crash Issue
2176,The payment reversal has not been processed yet.,Merchant Payment Failure
2177,My promo code was not applied during the transaction.,Payment Gateway Error
2178,Bill payment failed but the amount was still deducted.,Refund Delay
2179,The promo code was rejected even though it was valid.,Merchant Payment Failure
2180,Paytm - Recharge amount was deducted but the service was not activated.,KYC Issues
2181,Refund has not been processed even after several days.,QR Code Not Scanning
2182,The money was deducted but payment confirmation was not received.,Merchant Payment Failure
2183,Paytm - The app takes too long to load transaction history.,Account Blocked
2184,Transaction failed but the amount was deducted from my bank account.,Duplicate Transaction
2185,The app is frequently logging me out during payment.,Failed Transaction
2186,Merchant payment failed but wallet shows balance deduction.,App Login Failure
2187,QR code scanning is not working properly with the latest app version.,Slow App Performance
2188,The card linking process is stuck and does not complete.,Failed Transaction
2189,Paytm - Recharge amount was deducted but the service was not activated.,QR Code Not Scanning
2190,The Paytm payment gateway is not processing my transactions.,Account Blocked
2191,UPI transaction shows success but the recipient did not receive the money.,Incorrect Bill Payment
2192,Repeated transaction failure while paying electricity bill.,Promo Code Not Applied
2193,Transaction details disappeared from my history after payment.,App Crash Issue
2194,Refund has not been processed even after several days.,Card Linking Issue
2195,The money was deducted but payment confirmation was not received.,Card Linking Issue
2196,Paytm - Unable to set UPI PIN due to app crash during verification.,UPI Transfer Failure
2197,The app is running very slow while loading the home page.,Refund Delay
2198,KYC verification keeps getting rejected without clear reason.,App Login Failure
2199,Paytm - Incorrect bill payment recorded despite entering correct details.,UPI Transfer Failure
2200,Unable to complete KYC verification on Paytm app.,Payment Gateway Error
2201,Refund processed partially instead of full amount.,QR Code Not Scanning
2202,I am not able to log in to my Paytm account.,Promo Code Not Applied
2203,Paytm - KYC verification keeps getting rejected without clear reason.,Payment Gateway Error
2204,The promo code was rejected even though it was valid.,Payment Gateway Error
2205,Unable to set UPI PIN due to app crash during verification.,Payment Reversal Issue
2206,Refund processed partially instead of full amount.,Incorrect Bill Payment
2207,Paytm - KYC verification keeps getting rejected without clear reason.,App Login Failure
2208,Incorrect bill payment recorded despite entering correct details.,Incorrect Recharge
2209,Customer support closed the complaint without solving the issue.,Wallet Balance Issue
2210,The app is frequently logging me out during payment.,Wallet Balance Issue
2211,Paytm - The transaction failed but the refund has not yet been processed.,App Login Failure
2212,Paytm - The promo code was rejected even though it was valid.,Money Deducted Without Confirmation
2213,Paytm - The card linking process is stuck and does not complete.,Payment Gateway Error
2214,The app is running very slow while loading the home page.,Payment Gateway Error
2215,Paytm - Bill payment failed but the amount was still deducted.,KYC Issues
2216,Transaction failed but the amount was deducted from my bank account.,Card Linking Issue
2217,My Paytm account is blocked without any explanation.,Slow App Performance
2218,Unable to set UPI PIN due to app crash during verification.,UPI Transfer Failure
2219,Paytm - Refund has not been processed even after several days.,Merchant Payment Failure
2220,Customer support is not responding to my complaint.,Slow App Performance
2221,Bill payment failed but the amount was still deducted.,Incorrect Recharge
2222,My Paytm account is blocked without any explanation.,KYC Issues
2223,Customer support closed the complaint without solving the issue.,Slow App Performance
2224,Paytm - Duplicate payment was processed for the same bill.,Wallet Balance Issue
2225,The promo code was rejected even though it was valid.,Merchant Payment Failure
2226,My Paytm account is blocked without any explanation.,Merchant Payment Failure
2227,Paytm - The transaction failed but the refund has not yet been processed.,UPI Transfer Failure
2228,Incorrect bill payment recorded despite entering correct details.,KYC Issues
2229,Unable to complete KYC verification on Paytm app.,Wallet Balance Issue
2230,The wallet balance is not updating after adding money.,QR Code Not Scanning
2231,The wallet was debited twice for a single payment.,Customer Support Delay
2232,The QR code is not scanning properly at the merchant location.,Promo Code Not Applied
2233,Paytm - The QR code is not scanning properly at the merchant location.,Slow App Performance
2234,The wallet balance is not updating after adding money.,Money Deducted Without Confirmation
2235,The Paytm app keeps crashing while making payments.,Failed Transaction
2236,Unable to complete KYC verification on Paytm app.,Wallet Balance Issue
2237,The card linking process is stuck and does not complete.,App Crash Issue
2238,Incorrect bill payment recorded despite entering correct details.,Customer Support Delay
2239,The recharge was done for the wrong mobile number.,Duplicate Transaction
2240,The app is frequently logging me out during payment.,Promo Code Not Applied
2241,Paytm - My promo code was not applied during the transaction.,KYC Issues
2242,The payment reversal has not been processed yet.,Merchant Payment Failure
2243,The app is running very slow while loading the home page.,App Crash Issue
2244,Transaction details disappeared from my history after payment.,Money Deducted Without Confirmation
2245,The recharge was done for the wrong mobile number.,Incorrect Bill Payment
2246,KYC verification keeps getting rejected without clear reason.,Account Blocked
2247,The payment reversal has not been processed yet.,Duplicate Transaction
2248,Paytm - Customer support closed the complaint without solving the issue.,Incorrect Bill Payment
2249,I am not able to log in to my Paytm account.,App Login Failure
2250,The wallet balance is not updating after adding money.,Wallet Balance Issue
2251,The app is running very slow while loading the home page.,KYC Issues
2252,My Paytm account is blocked without any explanation.,Incorrect Recharge
2253,Refund has not been processed even after several days.,QR Code Not Scanning
2254,The app takes too long to load transaction history.,Wallet Balance Issue
2255,Paytm - The transaction failed but the refund has not yet been processed.,Incorrect Bill Payment
2256,The payment reversal has not been processed yet.,Refund Delay
2257,Paytm - The app takes too long to load transaction history.,App Crash Issue
2258,Unable to complete KYC verification on Paytm app.,Wallet Balance Issue
2259,The Paytm payment gateway is not processing my transactions.,App Crash Issue
2260,The app failed to update wallet balance after payment.,Promo Code Not Applied
2261,Customer support closed the complaint without solving the issue.,Customer Support Delay
2262,QR code scanning is not working properly with the latest app version.,QR Code Not Scanning
2263,Paytm - The transaction failed but the refund has not yet been processed.,Account Blocked
2264,I am not able to log in to my Paytm account.,App Crash Issue
2265,Merchant payment failed but wallet shows balance deduction.,Customer Support Delay
2266,Unable to link my debit card to the Paytm app.,Slow App Performance
2267,Customer support closed the complaint without solving the issue.,App Crash Issue
2268,Bill payment failed but the amount was still deducted.,Slow App Performance
2269,Refund has not been processed even after several days.,Duplicate Transaction
2270,Unable to complete KYC verification on Paytm app.,Incorrect Recharge
2271,The wallet balance is not updating after adding money.,QR Code Not Scanning
2272,My Paytm account is blocked without any explanation.,Incorrect Bill Payment
2273,UPI transfer failed but money was deducted from my account.,Incorrect Recharge
2274,Paytm - Customer support is not responding to my complaint.,Merchant Payment Failure
2275,The Paytm payment gateway is not processing my transactions.,Account Blocked
2276,Payment to merchant failed but wallet balance was deducted.,Failed Transaction
2277,Unable to complete KYC verification on Paytm app.,Account Blocked
2278,I am not able to log in to my Paytm account.,App Crash Issue
2279,UPI transaction shows success but the recipient did not receive the money.,Money Deducted Without Confirmation
2280,QR code scanning is not working properly with the latest app version.,Promo Code Not Applied
2281,Paytm - The app is running very slow while loading the home page.,Money Deducted Without Confirmation
2282,My promo code was not applied during the transaction.,KYC Issues
2283,Customer support is not responding to my complaint.,UPI Transfer Failure
2284,Repeated transaction failure while paying electricity bill.,Slow App Performance
2285,KYC verification keeps getting rejected without clear reason.,Duplicate Transaction
2286,Paytm - The transaction failed but the refund has not yet been processed.,App Crash Issue
2287,Customer support closed the complaint without solving the issue.,App Login Failure
2288,The card linking process is stuck and does not complete.,App Crash Issue
2289,The promo code was rejected even though it was valid.,Money Deducted Without Confirmation
2290,The money was deducted but payment confirmation was not received.,Card Linking Issue
2291,The recharge was done for the wrong mobile number.,KYC Issues
2292,The money was deducted but payment confirmation was not received.,Customer Support Delay
2293,My promo code was not applied during the transaction.,Duplicate Transaction
2294,Customer support closed the complaint without solving the issue.,Account Blocked
2295,Paytm - The transaction failed but the refund has not yet been processed.,Card Linking Issue
2296,Unable to complete KYC verification on Paytm app.,Payment Gateway Error
2297,Customer support closed the complaint without solving the issue.,Wallet Balance Issue
2298,Payment to merchant failed but wallet balance was deducted.,Duplicate Transaction
2299,I am not able to log in to my Paytm account.,Merchant Payment Failure
2300,Paytm - KYC verification keeps getting rejected without clear reason.,Payment Gateway Error
2301,Customer support is not responding to my complaint.,Incorrect Bill Payment
2302,My promo code was not applied during the transaction.,Card Linking Issue
2303,Incorrect bill payment recorded despite entering correct details.,Merchant Payment Failure
2304,Paytm - The card linking process is stuck and does not complete.,Failed Transaction
2305,Unable to set UPI PIN due to app crash during verification.,Money Deducted Without Confirmation
2306,Paytm - The recharge was done for the wrong mobile number.,Card Linking Issue
2307,Refund processed partially instead of full amount.,Merchant Payment Failure
2308,The wallet was debited twice for a single payment.,Duplicate Transaction
2309,The app failed to update wallet balance after payment.,Payment Gateway Error
2310,Refund has not been processed even after several days.,Incorrect Recharge
2311,The QR code is not scanning properly at the merchant location.,Promo Code Not Applied
2312,The Paytm payment gateway is not processing my transactions.,App Crash Issue
2313,KYC verification keeps getting rejected without clear reason.,Money Deducted Without Confirmation
2314,Paytm - Merchant payment failed but wallet shows balance deduction.,Slow App Performance
2315,Paytm - My promo code was not applied during the transaction.,QR Code Not Scanning
2316,Customer support is not responding to my complaint.,Incorrect Recharge
2317,The wallet balance is not updating after adding money.,Incorrect Recharge
2318,Payment to merchant failed but wallet balance was deducted.,Refund Delay
2319,UPI transaction shows success but the recipient did not receive the money.,KYC Issues
2320,Bill payment failed but the amount was still deducted.,Account Blocked
2321,The app takes too long to load transaction history.,Wallet Balance Issue
2322,The recharge was done for the wrong mobile number.,Failed Transaction
2323,Merchant payment failed but wallet shows balance deduction.,Slow App Performance
2324,Customer support is not responding to my complaint.,Customer Support Delay
2325,KYC verification keeps getting rejected without clear reason.,Card Linking Issue
2326,The wallet balance is not updating after adding money.,Incorrect Bill Payment
2327,Paytm - My promo code was not applied during the transaction.,Merchant Payment Failure
2328,I am not able to log in to my Paytm account.,Payment Reversal Issue
2329,Paytm - The QR code is not scanning properly at the merchant location.,Money Deducted Without Confirmation
2330,Recharge amount was deducted but the service was not activated.,Customer Support Delay
2331,Recharge amount was deducted but the service was not activated.,Incorrect Recharge
2332,Refund processed partially instead of full amount.,Customer Support Delay
2333,Paytm - Incorrect bill payment recorded despite entering correct details.,Refund Delay
2334,Transaction failed but the amount was deducted from my bank account.,QR Code Not Scanning
2335,The payment reversal has not been processed yet.,Incorrect Bill Payment
2336,Paytm - Recharge amount was deducted but the service was not activated.,KYC Issues
2337,The wallet top-up was not reflected in my balance.,Slow App Performance
2338,Refund processed partially instead of full amount.,Failed Transaction
2339,My Paytm account is blocked without any explanation.,Refund Delay
2340,The QR code is not scanning properly at the merchant location.,Money Deducted Without Confirmation
2341,The recharge was done for the wrong mobile number.,App Login Failure
2342,The app is frequently logging me out during payment.,Customer Support Delay
2343,Paytm - Transaction failed but the amount was deducted from my bank account.,Account Blocked
2344,Bill payment failed but the amount was still deducted.,Customer Support Delay
2345,Customer support is not responding to my complaint.,Duplicate Transaction
2346,Paytm - QR code scanning is not working properly with the latest app version.,Card Linking Issue
2347,Paytm - The promo code was rejected even though it was valid.,Failed Transaction
2348,Bill payment failed but the amount was still deducted.,Payment Gateway Error
2349,The app is running very slow while loading the home page.,Wallet Balance Issue
2350,Bill payment failed but the amount was still deducted.,Failed Transaction
2351,The Paytm payment gateway is not processing my transactions.,Wallet Balance Issue
2352,Paytm - Refund has not been processed even after several days.,Customer Support Delay
2353,The wallet balance is not updating after adding money.,Payment Gateway Error
2354,UPI transfer failed but money was deducted from my account.,QR Code Not Scanning
2355,Merchant payment failed but wallet shows balance deduction.,Promo Code Not Applied
2356,The Paytm app keeps crashing while making payments.,Merchant Payment Failure
2357,My Paytm account is blocked without any explanation.,Slow App Performance
2358,Transaction failed but the amount was deducted from my bank account.,Refund Delay
2359,The wallet top-up was not reflected in my balance.,App Crash Issue
2360,Paytm - Customer support is not responding to my complaint.,Card Linking Issue
2361,Repeated transaction failure while paying electricity bill.,Payment Reversal Issue
2362,The Paytm app keeps crashing while making payments.,Incorrect Bill Payment
2363,The recharge was done for the wrong mobile number.,UPI Transfer Failure
2364,The app is running very slow while loading the home page.,Duplicate Transaction
2365,My Paytm account is blocked without any explanation.,KYC Issues
2366,The card linking process is stuck and does not complete.,Refund Delay
2367,The Paytm payment gateway is not processing my transactions.,Incorrect Bill Payment
2368,Unable to link my debit card to the Paytm app.,Promo Code Not Applied
2369,Duplicate payment was processed for the same bill.,Merchant Payment Failure
2370,Customer support is not responding to my complaint.,Slow App Performance
2371,Paytm - The app failed to update wallet balance after payment.,Customer Support Delay
2372,The wallet top-up was not reflected in my balance.,KYC Issues
2373,Paytm - Refund has not been processed even after several days.,UPI Transfer Failure
2374,The promo code was rejected even though it was valid.,Slow App Performance
2375,Transaction failed but the amount was deducted from my bank account.,Money Deducted Without Confirmation
2376,The Paytm app keeps crashing while making payments.,UPI Transfer Failure
2377,Paytm - The transaction failed but the refund has not yet been processed.,Promo Code Not Applied
2378,The Paytm app keeps crashing while making payments.,Duplicate Transaction
2379,Unable to complete KYC verification on Paytm app.,Slow App Performance
2380,Paytm - The payment reversal has not been processed yet.,Merchant Payment Failure
2381,Paytm - The QR code is not scanning properly at the merchant location.,UPI Transfer Failure
2382,The wallet top-up was not reflected in my balance.,Money Deducted Without Confirmation
2383,UPI transaction shows success but the recipient did not receive the money.,App Login Failure
2384,The promo code was rejected even though it was valid.,Account Blocked
2385,Unable to link my debit card to the Paytm app.,Merchant Payment Failure
2386,The app takes too long to load transaction history.,Payment Gateway Error
2387,Paytm - Merchant payment failed but wallet shows balance deduction.,Failed Transaction
2388,The money was deducted but payment confirmation was not received.,Card Linking Issue
2389,The QR code is not scanning properly at the merchant location.,Refund Delay
2390,Repeated transaction failure while paying electricity bill.,App Crash Issue
2391,Paytm - Refund processed partially instead of full amount.,Incorrect Bill Payment
2392,UPI transaction shows success but the recipient did not receive the money.,Wallet Balance Issue
2393,My Paytm account is blocked without any explanation.,KYC Issues
2394,Paytm - The money was deducted but payment confirmation was not received.,Payment Gateway Error
2395,The app takes too long to load transaction history.,Payment Reversal Issue
2396,Payment to merchant failed but wallet balance was deducted.,Duplicate Transaction
2397,Paytm - The wallet was debited twice for a single payment.,UPI Transfer Failure
2398,UPI transfer failed but money was deducted from my account.,UPI Transfer Failure
2399,Merchant payment failed but wallet shows balance deduction.,Slow App Performance
2400,The recharge was done for the wrong mobile number.,Wallet Balance Issue
2401,The money was deducted but payment confirmation was not received.,KYC Issues
2402,Incorrect bill payment recorded despite entering correct details.,Duplicate Transaction
2403,The wallet was debited twice for a single payment.,App Login Failure
2404,Unable to link my debit card to the Paytm app.,QR Code Not Scanning
2405,The recharge was done for the wrong mobile number.,Wallet Balance Issue
2406,Payment to merchant failed but wallet balance was deducted.,UPI Transfer Failure
2407,UPI transfer failed but money was deducted from my account.,Slow App Performance
2408,The wallet was debited twice for a single payment.,Promo Code Not Applied
2409,Paytm - KYC verification keeps getting rejected without clear reason.,Account Blocked
2410,Customer support is not responding to my complaint.,Incorrect Recharge
2411,Transaction failed but the amount was deducted from my bank account.,Incorrect Recharge
2412,KYC verification keeps getting rejected without clear reason.,UPI Transfer Failure
2413,Paytm - Unable to set UPI PIN due to app crash during verification.,Money Deducted Without Confirmation
2414,Paytm - Refund has not been processed even after several days.,Incorrect Recharge
2415,Customer support closed the complaint without solving the issue.,Card Linking Issue
2416,Payment to merchant failed but wallet balance was deducted.,Promo Code Not Applied
2417,Refund has not been processed even after several days.,Failed Transaction
2418,The app is running very slow while loading the home page.,Card Linking Issue
2419,Unable to set UPI PIN due to app crash during verification.,Failed Transaction
2420,The money was deducted but payment confirmation was not received.,Duplicate Transaction
2421,Payment to merchant failed but wallet balance was deducted.,Failed Transaction
2422,The Paytm app keeps crashing while making payments.,QR Code Not Scanning
2423,My promo code was not applied during the transaction.,Card Linking Issue
2424,Customer support closed the complaint without solving the issue.,Incorrect Bill Payment
2425,Payment to merchant failed but wallet balance was deducted.,Refund Delay
2426,Bill payment failed but the amount was still deducted.,Merchant Payment Failure
2427,The app takes too long to load transaction history.,QR Code Not Scanning
2428,Paytm - Refund processed partially instead of full amount.,App Login Failure
2429,Paytm - The transaction failed but the refund has not yet been processed.,UPI Transfer Failure
2430,The app failed to update wallet balance after payment.,Promo Code Not Applied
2431,Paytm - Unable to set UPI PIN due to app crash during verification.,KYC Issues
2432,Paytm - Transaction failed but the amount was deducted from my bank account.,App Crash Issue
2433,The Paytm payment gateway is not processing my transactions.,Promo Code Not Applied
2434,The app is running very slow while loading the home page.,KYC Issues
2435,Unable to link my debit card to the Paytm app.,Money Deducted Without Confirmation
2436,The card linking process is stuck and does not complete.,Failed Transaction
2437,Payment to merchant failed but wallet balance was deducted.,KYC Issues
2438,The payment reversal has not been processed yet.,Refund Delay
2439,Customer support closed the complaint without solving the issue.,Refund Delay
2440,The app is running very slow while loading the home page.,Payment Gateway Error
2441,The app takes too long to load transaction history.,Refund Delay
2442,Paytm - Merchant payment failed but wallet shows balance deduction.,Payment Gateway Error
2443,Paytm - Unable to set UPI PIN due to app crash during verification.,App Crash Issue
2444,UPI transaction shows success but the recipient did not receive the money.,App Login Failure
2445,Repeated transaction failure while paying electricity bill.,Duplicate Transaction
2446,KYC verification keeps getting rejected without clear reason.,Payment Gateway Error
2447,The Paytm payment gateway is not processing my transactions.,UPI Transfer Failure
2448,The wallet balance is not updating after adding money.,UPI Transfer Failure
2449,KYC verification keeps getting rejected without clear reason.,Payment Reversal Issue
2450,Unable to set UPI PIN due to app crash during verification.,Merchant Payment Failure
2451,Paytm - Incorrect bill payment recorded despite entering correct details.,App Crash Issue
2452,My Paytm account is blocked without any explanation.,Refund Delay
2453,Bill payment failed but the amount was still deducted.,Payment Reversal Issue
2454,Unable to complete KYC verification on Paytm app.,App Login Failure
2455,Paytm - Customer support closed the complaint without solving the issue.,KYC Issues
2456,My Paytm account is blocked without any explanation.,Payment Reversal Issue
2457,Paytm - Refund processed partially instead of full amount.,App Login Failure
2458,The QR code is not scanning properly at the merchant location.,Refund Delay
2459,The wallet top-up was not reflected in my balance.,Failed Transaction
2460,Unable to set UPI PIN due to app crash during verification.,Payment Reversal Issue
2461,The Paytm payment gateway is not processing my transactions.,Account Blocked
2462,Paytm - The transaction failed but the refund has not yet been processed.,Money Deducted Without Confirmation
2463,Paytm - The promo code was rejected even though it was valid.,Failed Transaction
2464,Customer support is not responding to my complaint.,Customer Support Delay
2465,The Paytm app keeps crashing while making payments.,Wallet Balance Issue
2466,The card linking process is stuck and does not complete.,Payment Gateway Error
2467,The Paytm payment gateway is not processing my transactions.,UPI Transfer Failure
2468,Refund processed partially instead of full amount.,Payment Reversal Issue
2469,Paytm - The promo code was rejected even though it was valid.,Incorrect Recharge
2470,Recharge amount was deducted but the service was not activated.,Slow App Performance
2471,Paytm - Incorrect bill payment recorded despite entering correct details.,Wallet Balance Issue
2472,The app is running very slow while loading the home page.,Merchant Payment Failure
2473,Paytm - The app failed to update wallet balance after payment.,Refund Delay
2474,My promo code was not applied during the transaction.,Merchant Payment Failure
2475,The Paytm payment gateway is not processing my transactions.,Card Linking Issue
2476,Paytm - Payment to merchant failed but wallet balance was deducted.,Incorrect Bill Payment
2477,Payment to merchant failed but wallet balance was deducted.,KYC Issues
2478,Paytm - Bill payment failed but the amount was still deducted.,Failed Transaction
2479,Paytm - Repeated transaction failure while paying electricity bill.,QR Code Not Scanning
2480,I am not able to log in to my Paytm account.,Customer Support Delay
2481,The payment reversal has not been processed yet.,Duplicate Transaction
2482,Incorrect bill payment recorded despite entering correct details.,Duplicate Transaction
2483,UPI transaction shows success but the recipient did not receive the money.,Wallet Balance Issue
